1,FULTON,HICKMAN,CARLISLE,BALLARD,McCRACKEN,GRAVES,MARSHALL,CALLOWAY,LIVINGSTON,LYON,TRIGG,UNION,WEBSTER,HENDERSON,HOPKINS,CHRISTIAN,CRITTENDEN,CALDWELL
2,DAVIESS,McLEAN,MUHLENBERG,TODO,LOGAN,BUTLER,OHIO,HANCOCK,BRECKINRIDGE,MEADE,HARDIN,GRAYSON,HART,EDMONSON,WARREN,ALLEN,METCALFE,MONROE,CUMBERLAND,SIMPSON,BARREN
3,BULLITT,NELSON,LARUE,WASHINGTON,MARION,MERCER,BOYLE,GARRARD,TAYLOR,GREEN,ADAIR,CASEY,LINCOLN,ROCKCASTLE,PULASKI,RUSSELL,CLINTON,WAYNE,McCREARY,LAUREL,WHITLEY,KNOX,BELL
4,JEFFERSON,OLDHAM,TRIMABLE,CARROLL,GALLATIN,BOONE,KENTO,CAMPBELL,SPENCER,SHELBY,HENRY,OWEN,GRANT,PENDLETON,ANDERSON,FRANKLIN,SCOTT,HARRISON,BRACKEN,MASON,ROBERTSON,NICHOLAS,BOURBON,FAYETTE,JESSAMINE,MADISON,CLARK,MONTGOMERY,BATH,FLEMING,WOODFORD
5,LEWIS,GREENUP,ROWAN,CARTER,BOYD,ELLIOTT,LAWRENCE,MENIFEE,MORGAN,JOHNSON,MARTIN,POWELL,WOLFER,MAGOFFIN,MARTIN,ESTILL,LEE,BREATHITT,FLOYD,PIKE,KNOTT,PERRY,CLAY,LESLIE,PERRY,LETCHER,HARLAN
